machine_id,timestamp,temperature,pressure,vibration_level,humidity,power_consumption,failure_status
MACHINE_1211,2025-01-09 09:40:00,51.61,460.96,8.18,31.55,38.14,0
MACHINE_1212,2025-01-09 09:50:00,29.75,143.14,7.62,37.88,87.37,0
MACHINE_1213,2025-01-09 10:00:00,50.45,228.46,9.78,79.02,62.17,0
MACHINE_1214,2025-01-09 10:10:00,30.24,280.47,5.96,89.26,50.59,2
MACHINE_1215,2025-01-09 10:20:00,56.82,265.95,0.18,81.33,82.3,0
MACHINE_1216,2025-01-09 10:30:00,60.23,459.54,6.46,72.52,58.38,0
MACHINE_1217,2025-01-09 10:40:00,44.77,460.02,3.37,48.32,85.5,0
MACHINE_1218,2025-01-09 10:50:00,76.65,356.87,7.98,49.09,69.55,2
MACHINE_1219,2025-01-09 11:00:00,39.75,497.54,5.26,68.01,92.8,0
MACHINE_1220,2025-01-09 11:10:00,39.72,178.95,7.64,70.47,20.53,0
MACHINE_1221,2025-01-09 11:20:00,46.98,301.91,6.98,52.69,30.41,0
MACHINE_1222,2025-01-09 11:30:00,20.32,149.42,2.08,75.98,27.98,2
MACHINE_1223,2025-01-09 11:40:00,25.39,118.97,6.43,81.08,6.21,0
MACHINE_1224,2025-01-09 11:50:00,57.66,260.02,8.74,35.29,42.04,0
MACHINE_1225,2025-01-09 12:00:00,67.19,227.07,4.4,38.64,74.88,0
MACHINE_1226,2025-01-09 12:10:00,69.43,457.39,3.58,39.9,89.8,0
MACHINE_1227,2025-01-09 12:20:00,53.19,380.43,8.46,46.53,40.97,2
MACHINE_1228,2025-01-09 12:30:00,42.19,451.76,0.85,41.55,20.94,2
MACHINE_1229,2025-01-09 12:40:00,26.28,441.34,9.49,86.99,46.67,0
MACHINE_1230,2025-01-09 12:50:00,65.78,215.33,9.65,59.01,97.75,0
MACHINE_1231,2025-01-09 13:00:00,25.26,137.91,4.24,62.29,77.17,0
MACHINE_1232,2025-01-09 13:10:00,66.44,369.77,5.68,46.98,20.26,0
MACHINE_1233,2025-01-09 13:20:00,65.05,203.22,6.79,68.77,27.41,0
MACHINE_1234,2025-01-09 13:30:00,52.63,103.26,5.21,55.37,26.35,0
MACHINE_1235,2025-01-09 13:40:00,39.03,201.14,8.34,57.39,32.09,0
MACHINE_1236,2025-01-09 13:50:00,20.99,348.05,0.46,35.68,57.39,0
MACHINE_1237,2025-01-09 14:00:00,67.49,416.62,2.79,49.39,17.69,0
MACHINE_1238,2025-01-09 14:10:00,77.68,448.94,4.74,34.81,99.08,0
MACHINE_1239,2025-01-09 14:20:00,70.56,281.58,4.01,82.15,53.88,2
MACHINE_1240,2025-01-09 14:30:00,37.44,358.06,3.21,64.06,53.22,0
MACHINE_1241,2025-01-09 14:40:00,43.72,474.22,8.99,72.7,27.94,0
MACHINE_1242,2025-01-09 14:50:00,71.62,415.56,2.05,47.11,96.16,0
MACHINE_1243,2025-01-09 15:00:00,69.5,281.94,10.0,48.24,81.92,0
MACHINE_1244,2025-01-09 15:10:00,43.75,435.54,9.22,50.13,67.37,0
MACHINE_1245,2025-01-09 15:20:00,35.56,462.45,2.84,47.76,96.28,0
MACHINE_1246,2025-01-09 15:30:00,50.72,165.41,2.57,39.73,28.21,0
MACHINE_1247,2025-01-09 15:40:00,76.21,415.14,3.15,84.73,18.17,2
MACHINE_1248,2025-01-09 15:50:00,72.12,360.76,5.44,32.84,58.94,0
MACHINE_1249,2025-01-09 16:00:00,44.24,250.86,6.26,88.08,81.84,0
MACHINE_1250,2025-01-09 16:10:00,65.94,253.52,3.89,75.34,92.7,0
MACHINE_1251,2025-01-09 16:20:00,76.59,173.46,5.32,36.72,21.13,0
MACHINE_1252,2025-01-09 16:30:00,58.08,447.06,4.29,38.33,54.15,0
MACHINE_1253,2025-01-09 16:40:00,54.3,232.41,3.87,80.36,7.75,2
MACHINE_1254,2025-01-09 16:50:00,51.68,483.29,1.11,58.53,6.51,0
MACHINE_1255,2025-01-09 17:00:00,64.88,226.36,0.36,78.7,65.67,0
MACHINE_1256,2025-01-09 17:10:00,44.89,469.51,4.6,75.66,35.92,0
MACHINE_1257,2025-01-09 17:20:00,75.19,142.8,5.84,35.21,20.16,0
MACHINE_1258,2025-01-09 17:30:00,56.03,131.08,1.57,48.92,94.05,0
MACHINE_1259,2025-01-09 17:40:00,51.39,403.9,2.9,35.8,24.58,0
MACHINE_1260,2025-01-09 17:50:00,63.72,160.25,2.32,89.34,72.81,0
MACHINE_1261,2025-01-09 18:00:00,29.43,362.01,3.17,60.89,12.54,0
MACHINE_1262,2025-01-09 18:10:00,67.22,248.87,8.54,46.65,38.81,0
MACHINE_1263,2025-01-09 18:20:00,51.88,135.98,4.35,50.06,95.51,0
MACHINE_1264,2025-01-09 18:30:00,20.05,150.62,1.13,37.43,58.64,0
MACHINE_1265,2025-01-09 18:40:00,24.48,287.76,5.35,45.45,88.45,0
MACHINE_1266,2025-01-09 18:50:00,79.03,274.53,2.48,83.79,97.76,0
MACHINE_1267,2025-01-09 19:00:00,48.4,142.91,8.43,71.03,97.3,0
MACHINE_1268,2025-01-09 19:10:00,76.82,335.86,3.2,49.83,7.18,2
MACHINE_1269,2025-01-09 19:20:00,63.94,110.3,5.92,52.19,10.5,0
MACHINE_1270,2025-01-09 19:30:00,62.91,454.01,4.0,70.54,61.56,0
MACHINE_1271,2025-01-09 19:40:00,40.61,497.62,2.85,82.81,68.79,0
MACHINE_1272,2025-01-09 19:50:00,76.45,304.67,9.95,48.99,77.76,2
MACHINE_1273,2025-01-09 20:00:00,38.03,452.34,5.08,76.84,74.46,0
MACHINE_1274,2025-01-09 20:10:00,25.51,177.22,5.22,30.47,92.31,0
MACHINE_1275,2025-01-09 20:20:00,75.72,212.65,0.64,65.56,28.93,0
MACHINE_1276,2025-01-09 20:30:00,49.45,450.14,1.55,64.37,98.47,0
MACHINE_1277,2025-01-09 20:40:00,46.57,199.01,9.08,33.96,86.29,0
MACHINE_1278,2025-01-09 20:50:00,40.77,308.14,3.64,30.36,34.67,0
MACHINE_1279,2025-01-09 21:00:00,41.96,403.03,3.46,85.63,98.12,0
MACHINE_1280,2025-01-09 21:10:00,36.39,341.12,2.09,36.98,93.36,0
MACHINE_1281,2025-01-09 21:20:00,32.83,341.97,5.55,34.55,67.9,0
MACHINE_1282,2025-01-09 21:30:00,46.89,251.56,9.89,66.1,50.89,0
MACHINE_1283,2025-01-09 21:40:00,20.45,248.23,4.11,39.84,88.05,2
MACHINE_1284,2025-01-09 21:50:00,26.43,222.69,1.12,56.94,94.57,0
MACHINE_1285,2025-01-09 22:00:00,30.91,128.36,1.35,71.27,55.81,0
MACHINE_1286,2025-01-09 22:10:00,38.88,234.28,7.79,58.73,57.55,0
MACHINE_1287,2025-01-09 22:20:00,43.36,360.14,7.9,84.75,70.3,0
MACHINE_1288,2025-01-09 22:30:00,41.59,362.41,3.73,68.4,63.48,0
MACHINE_1289,2025-01-09 22:40:00,76.39,496.66,7.79,57.17,28.51,0
MACHINE_1290,2025-01-09 22:50:00,66.1,155.66,4.77,55.31,24.75,0
MACHINE_1291,2025-01-09 23:00:00,31.42,130.83,8.98,62.06,33.95,0
MACHINE_1292,2025-01-09 23:10:00,36.34,239.74,6.31,30.29,63.22,0
MACHINE_1293,2025-01-09 23:20:00,78.83,314.88,3.63,65.64,7.57,0
MACHINE_1294,2025-01-09 23:30:00,67.1,459.76,6.97,79.52,12.84,0
MACHINE_1295,2025-01-09 23:40:00,72.3,230.03,1.82,64.47,41.8,0
MACHINE_1296,2025-01-09 23:50:00,70.38,337.28,4.25,48.36,14.46,0
MACHINE_1297,2025-01-10 00:00:00,22.72,273.24,0.81,67.38,28.1,0
MACHINE_1298,2025-01-10 00:10:00,51.16,314.1,6.05,49.04,66.82,0
MACHINE_1299,2025-01-10 00:20:00,21.52,297.65,7.81,57.38,99.56,0
MACHINE_1300,2025-01-10 00:30:00,62.34,174.93,8.38,68.99,99.9,0
MACHINE_1301,2025-01-10 00:40:00,49.48,193.0,9.42,58.51,24.2,0
MACHINE_1302,2025-01-10 00:50:00,54.72,307.37,8.64,81.19,73.61,0
MACHINE_1303,2025-01-10 01:00:00,64.69,423.04,1.62,70.03,76.89,2
MACHINE_1304,2025-01-10 01:10:00,64.48,427.83,9.99,48.51,61.75,0
MACHINE_1305,2025-01-10 01:20:00,69.4,151.89,0.46,30.59,58.13,0
MACHINE_1306,2025-01-10 01:30:00,21.83,415.7,6.07,49.33,76.31,0
MACHINE_1307,2025-01-10 01:40:00,74.94,426.25,3.16,44.75,71.73,0
MACHINE_1308,2025-01-10 01:50:00,73.6,388.04,8.05,89.61,98.34,0
MACHINE_1309,2025-01-10 02:00:00,51.35,375.85,8.79,34.08,57.36,0
MACHINE_1310,2025-01-10 02:10:00,68.59,141.99,9.2,47.64,54.28,0
MACHINE_1311,2025-01-10 02:20:00,41.1,265.25,3.7,40.93,26.54,0
MACHINE_1312,2025-01-10 02:30:00,62.06,200.24,3.31,64.25,36.99,0
MACHINE_1313,2025-01-10 02:40:00,53.76,167.69,1.6,60.96,8.44,0
MACHINE_1314,2025-01-10 02:50:00,73.23,395.96,7.88,50.52,92.65,0
MACHINE_1315,2025-01-10 03:00:00,66.01,299.21,4.5,37.19,11.75,2
MACHINE_1316,2025-01-10 03:10:00,46.59,256.79,0.9,67.79,40.67,0
MACHINE_1317,2025-01-10 03:20:00,37.01,489.29,1.92,41.08,70.65,0
MACHINE_1318,2025-01-10 03:30:00,36.61,217.71,1.89,47.74,5.88,0
MACHINE_1319,2025-01-10 03:40:00,59.23,473.85,6.38,35.13,27.8,0
MACHINE_1320,2025-01-10 03:50:00,53.87,349.02,4.21,35.94,8.91,2
MACHINE_1321,2025-01-10 04:00:00,78.63,304.0,3.9,64.86,16.34,0
MACHINE_1322,2025-01-10 04:10:00,30.8,430.27,7.74,45.44,53.17,0
MACHINE_1323,2025-01-10 04:20:00,28.63,326.12,4.46,53.53,26.22,0
MACHINE_1324,2025-01-10 04:30:00,75.94,398.86,9.0,72.24,59.94,0
MACHINE_1325,2025-01-10 04:40:00,58.32,362.29,6.3,36.52,13.35,0
MACHINE_1326,2025-01-10 04:50:00,64.82,406.27,6.27,58.24,9.76,0
MACHINE_1327,2025-01-10 05:00:00,71.3,220.89,0.23,46.09,60.59,0
MACHINE_1328,2025-01-10 05:10:00,30.73,362.0,9.89,31.81,67.83,0
MACHINE_1329,2025-01-10 05:20:00,22.14,413.13,8.02,43.71,65.26,0
MACHINE_1330,2025-01-10 05:30:00,64.78,170.03,9.83,81.4,46.76,0
MACHINE_1331,2025-01-10 05:40:00,60.35,311.76,5.66,73.68,47.07,0
MACHINE_1332,2025-01-10 05:50:00,41.72,121.36,9.07,69.16,15.01,0
MACHINE_1333,2025-01-10 06:00:00,62.91,176.42,5.68,65.16,76.28,0
MACHINE_1334,2025-01-10 06:10:00,53.77,288.04,2.6,45.34,41.33,0
MACHINE_1335,2025-01-10 06:20:00,27.82,403.68,8.74,35.57,15.16,0
MACHINE_1336,2025-01-10 06:30:00,59.98,139.19,4.02,52.01,44.53,0
MACHINE_1337,2025-01-10 06:40:00,46.47,455.54,2.33,67.99,47.24,0
MACHINE_1338,2025-01-10 06:50:00,64.86,334.5,4.58,37.0,12.82,0
MACHINE_1339,2025-01-10 07:00:00,63.21,483.91,2.45,89.13,82.94,0
MACHINE_1340,2025-01-10 07:10:00,23.5,288.89,7.6,39.59,46.71,2
MACHINE_1341,2025-01-10 07:20:00,58.71,303.09,7.59,71.1,59.63,0
MACHINE_1342,2025-01-10 07:30:00,70.87,455.23,1.57,32.0,10.92,0
MACHINE_1343,2025-01-10 07:40:00,52.75,419.61,5.34,65.6,16.04,0
MACHINE_1344,2025-01-10 07:50:00,46.84,483.17,5.95,30.29,37.16,0
MACHINE_1345,2025-01-10 08:00:00,56.26,281.77,2.49,47.62,41.79,0
MACHINE_1346,2025-01-10 08:10:00,52.63,115.3,7.16,54.01,79.95,0
MACHINE_1347,2025-01-10 08:20:00,27.08,439.47,9.1,53.33,36.59,0
MACHINE_1348,2025-01-10 08:30:00,45.33,189.71,1.22,32.6,83.01,0
MACHINE_1349,2025-01-10 08:40:00,67.92,309.33,3.89,54.64,34.6,2
MACHINE_1350,2025-01-10 08:50:00,42.01,232.29,6.41,47.44,27.41,2
MACHINE_1351,2025-01-10 09:00:00,61.33,389.51,8.63,67.33,32.24,0
MACHINE_1352,2025-01-10 09:10:00,65.8,476.05,5.16,43.06,17.69,0
MACHINE_1353,2025-01-10 09:20:00,55.97,302.4,2.05,84.67,24.66,0
MACHINE_1354,2025-01-10 09:30:00,56.95,349.91,8.28,43.63,71.71,0
MACHINE_1355,2025-01-10 09:40:00,27.42,192.32,7.38,73.53,63.89,0
MACHINE_1356,2025-01-10 09:50:00,33.6,212.44,1.38,74.51,17.69,0
MACHINE_1357,2025-01-10 10:00:00,34.03,104.16,5.83,49.95,13.46,0
MACHINE_1358,2025-01-10 10:10:00,36.01,107.01,3.45,49.37,26.89,0
MACHINE_1359,2025-01-10 10:20:00,75.32,300.04,5.28,39.74,12.34,0
MACHINE_1360,2025-01-10 10:30:00,45.13,459.55,3.2,60.75,7.97,0
MACHINE_1361,2025-01-10 10:40:00,59.77,299.1,7.62,33.7,80.92,2
MACHINE_1362,2025-01-10 10:50:00,33.82,176.18,5.67,46.82,22.52,0
MACHINE_1363,2025-01-10 11:00:00,52.94,389.96,7.83,55.37,84.28,0
MACHINE_1364,2025-01-10 11:10:00,59.66,201.4,7.41,48.84,60.13,0
MACHINE_1365,2025-01-10 11:20:00,68.84,109.78,2.78,88.67,81.9,0
MACHINE_1366,2025-01-10 11:30:00,46.29,432.73,7.07,33.51,60.32,0
MACHINE_1367,2025-01-10 11:40:00,41.78,455.51,1.95,45.22,24.15,0
MACHINE_1368,2025-01-10 11:50:00,49.72,273.27,3.86,59.3,95.71,0
MACHINE_1369,2025-01-10 12:00:00,64.5,362.55,4.96,60.13,28.54,0
MACHINE_1370,2025-01-10 12:10:00,30.36,471.57,8.88,85.51,42.38,0
MACHINE_1371,2025-01-10 12:20:00,32.58,255.89,1.14,49.63,36.92,0
MACHINE_1372,2025-01-10 12:30:00,76.91,113.78,2.97,59.68,96.08,0
MACHINE_1373,2025-01-10 12:40:00,28.93,161.41,8.98,80.67,98.42,0
MACHINE_1374,2025-01-10 12:50:00,31.92,302.54,5.79,82.73,95.68,0
MACHINE_1375,2025-01-10 13:00:00,33.41,455.53,4.72,56.01,7.9,0
MACHINE_1376,2025-01-10 13:10:00,25.68,438.9,5.11,72.57,72.32,2
MACHINE_1377,2025-01-10 13:20:00,60.39,485.19,9.67,71.61,89.08,0
MACHINE_1378,2025-01-10 13:30:00,61.64,348.21,1.35,67.11,94.76,0
MACHINE_1379,2025-01-10 13:40:00,45.01,369.13,5.04,63.61,36.2,0
MACHINE_1380,2025-01-10 13:50:00,46.99,444.21,1.8,38.85,61.88,0
MACHINE_1381,2025-01-10 14:00:00,61.75,455.03,9.1,63.29,47.12,0
MACHINE_1382,2025-01-10 14:10:00,62.92,157.55,8.12,83.58,13.07,0
MACHINE_1383,2025-01-10 14:20:00,29.33,155.71,3.09,85.58,20.49,2
MACHINE_1384,2025-01-10 14:30:00,67.92,267.75,6.79,39.14,30.8,0
MACHINE_1385,2025-01-10 14:40:00,47.78,418.14,4.6,75.3,60.64,0
MACHINE_1386,2025-01-10 14:50:00,32.19,456.81,4.47,70.89,72.54,0
MACHINE_1387,2025-01-10 15:00:00,73.34,369.36,8.38,49.41,99.57,0
MACHINE_1388,2025-01-10 15:10:00,64.11,287.39,0.6,50.74,44.43,2
MACHINE_1389,2025-01-10 15:20:00,74.26,363.56,2.9,38.27,45.81,0
MACHINE_1390,2025-01-10 15:30:00,63.57,210.78,0.78,61.69,92.11,0
MACHINE_1391,2025-01-10 15:40:00,50.23,424.8,8.36,72.5,47.23,0
MACHINE_1392,2025-01-10 15:50:00,21.23,476.12,1.62,50.44,81.02,0
MACHINE_1393,2025-01-10 16:00:00,43.75,177.93,5.87,40.65,37.28,0
MACHINE_1394,2025-01-10 16:10:00,72.97,176.61,1.54,73.31,30.74,0
MACHINE_1395,2025-01-10 16:20:00,43.47,354.02,6.89,62.81,50.62,0
MACHINE_1396,2025-01-10 16:30:00,78.54,148.53,1.97,72.45,95.68,0
MACHINE_1397,2025-01-10 16:40:00,40.93,499.19,8.11,85.98,36.57,0
MACHINE_1398,2025-01-10 16:50:00,31.74,421.67,7.12,74.91,72.02,0
MACHINE_1399,2025-01-10 17:00:00,69.4,222.38,6.7,61.26,94.03,0
MACHINE_1400,2025-01-10 17:10:00,55.26,401.66,6.43,74.43,87.17,0
MACHINE_1401,2025-01-10 17:20:00,64.05,476.24,8.71,54.01,79.52,0
MACHINE_1402,2025-01-10 17:30:00,70.16,403.91,4.03,87.43,5.29,2
MACHINE_1403,2025-01-10 17:40:00,29.06,406.71,3.97,87.2,88.32,0
MACHINE_1404,2025-01-10 17:50:00,69.28,351.73,6.21,79.76,27.51,0
MACHINE_1405,2025-01-10 18:00:00,32.62,104.61,1.08,75.32,38.22,0
MACHINE_1406,2025-01-10 18:10:00,56.88,351.11,2.67,61.17,19.2,0
MACHINE_1407,2025-01-10 18:20:00,72.68,449.66,2.37,67.24,25.69,0
MACHINE_1408,2025-01-10 18:30:00,65.38,416.26,8.04,83.76,66.99,0
MACHINE_1409,2025-01-10 18:40:00,36.39,372.93,2.01,44.08,13.15,0
MACHINE_1410,2025-01-10 18:50:00,79.8,123.35,5.47,84.84,27.39,0
MACHINE_1411,2025-01-10 19:00:00,24.27,387.9,5.27,33.37,31.88,0
MACHINE_1412,2025-01-10 19:10:00,50.48,229.33,0.35,67.57,63.42,0
MACHINE_1413,2025-01-10 19:20:00,20.49,261.22,6.67,76.69,12.22,0
MACHINE_1414,2025-01-10 19:30:00,51.27,499.21,4.97,52.13,93.67,0
MACHINE_1415,2025-01-10 19:40:00,39.86,108.46,6.73,58.56,68.72,2
MACHINE_1416,2025-01-10 19:50:00,61.48,312.82,6.35,41.3,99.99,0
MACHINE_1417,2025-01-10 20:00:00,72.14,475.43,7.98,36.91,95.19,0
MACHINE_1418,2025-01-10 20:10:00,24.56,206.06,4.55,75.04,60.65,2
MACHINE_1419,2025-01-10 20:20:00,25.04,315.55,8.75,45.15,60.75,0
MACHINE_1420,2025-01-10 20:30:00,55.18,395.15,4.04,87.64,49.58,2
MACHINE_1421,2025-01-10 20:40:00,53.13,470.08,9.33,75.26,41.15,0
MACHINE_1422,2025-01-10 20:50:00,75.74,294.03,9.41,45.48,83.47,0
MACHINE_1423,2025-01-10 21:00:00,23.8,131.62,9.35,84.47,56.05,0
MACHINE_1424,2025-01-10 21:10:00,53.44,385.14,4.75,75.86,14.02,0
MACHINE_1425,2025-01-10 21:20:00,63.43,447.51,7.18,88.17,56.91,2
MACHINE_1426,2025-01-10 21:30:00,73.52,163.37,1.45,61.65,87.91,2
MACHINE_1427,2025-01-10 21:40:00,25.12,219.08,2.67,74.4,48.01,0
MACHINE_1428,2025-01-10 21:50:00,52.84,229.37,2.63,52.53,8.34,0
MACHINE_1429,2025-01-10 22:00:00,23.9,407.59,2.64,77.12,14.75,0
MACHINE_1430,2025-01-10 22:10:00,79.07,413.31,4.08,66.51,85.62,0
MACHINE_1431,2025-01-10 22:20:00,33.13,370.42,3.03,60.63,60.88,2
MACHINE_1432,2025-01-10 22:30:00,77.15,244.09,2.71,36.66,10.58,0
MACHINE_1433,2025-01-10 22:40:00,72.92,309.28,0.17,68.03,94.2,0
MACHINE_1434,2025-01-10 22:50:00,61.32,330.19,8.53,54.94,20.72,0
MACHINE_1435,2025-01-10 23:00:00,57.03,334.72,5.6,31.42,54.15,0
MACHINE_1436,2025-01-10 23:10:00,57.77,372.79,3.88,59.31,81.72,0
MACHINE_1437,2025-01-10 23:20:00,60.89,387.16,1.75,85.76,32.22,0
MACHINE_1438,2025-01-10 23:30:00,38.84,494.82,1.4,32.28,72.7,0
MACHINE_1439,2025-01-10 23:40:00,27.0,426.91,3.85,45.9,61.48,0
MACHINE_1440,2025-01-10 23:50:00,53.26,162.67,1.92,62.45,40.43,0
MACHINE_1441,2025-01-11 00:00:00,33.16,475.01,8.11,35.19,10.8,0
MACHINE_1442,2025-01-11 00:10:00,67.29,275.84,1.14,33.42,15.71,2
MACHINE_1443,2025-01-11 00:20:00,28.43,321.18,2.71,76.23,57.86,0
MACHINE_1444,2025-01-11 00:30:00,36.83,437.87,8.51,51.43,49.11,2
MACHINE_1445,2025-01-11 00:40:00,27.13,207.22,4.49,43.22,6.63,0
MACHINE_1446,2025-01-11 00:50:00,65.14,114.23,3.45,34.28,95.38,2
MACHINE_1447,2025-01-11 01:00:00,73.38,345.68,8.69,33.97,13.91,0
MACHINE_1448,2025-01-11 01:10:00,41.5,195.8,0.26,57.75,80.61,0
MACHINE_1449,2025-01-11 01:20:00,69.79,475.33,9.0,41.7,76.01,0
MACHINE_1450,2025-01-11 01:30:00,75.7,340.57,4.42,88.75,85.43,0
MACHINE_1451,2025-01-11 01:40:00,23.35,189.69,6.1,81.62,76.79,0
MACHINE_1452,2025-01-11 01:50:00,72.44,457.03,7.4,71.7,67.74,0
MACHINE_1453,2025-01-11 02:00:00,47.65,395.97,1.82,39.63,26.01,0
MACHINE_1454,2025-01-11 02:10:00,21.07,116.92,8.33,89.66,88.7,0
MACHINE_1455,2025-01-11 02:20:00,26.62,417.33,1.95,84.82,31.44,0
MACHINE_1456,2025-01-11 02:30:00,66.62,422.06,7.71,35.21,89.1,0
MACHINE_1457,2025-01-11 02:40:00,24.19,111.19,9.13,72.69,33.67,0
MACHINE_1458,2025-01-11 02:50:00,21.54,114.62,8.05,67.68,62.67,2
MACHINE_1459,2025-01-11 03:00:00,56.1,304.53,3.08,35.02,35.59,0
MACHINE_1460,2025-01-11 03:10:00,24.08,324.03,9.07,55.73,49.31,0
MACHINE_1461,2025-01-11 03:20:00,77.33,201.79,9.73,82.82,75.82,0
MACHINE_1462,2025-01-11 03:30:00,65.89,117.38,8.33,88.89,18.73,0
MACHINE_1463,2025-01-11 03:40:00,35.03,366.04,6.41,79.89,10.28,0
MACHINE_1464,2025-01-11 03:50:00,48.58,485.79,6.98,69.8,95.55,0
MACHINE_1465,2025-01-11 04:00:00,26.32,113.24,5.09,60.89,58.97,0
MACHINE_1466,2025-01-11 04:10:00,79.76,276.3,3.52,64.6,49.98,0
MACHINE_1467,2025-01-11 04:20:00,77.08,272.2,7.08,33.02,54.01,0
MACHINE_1468,2025-01-11 04:30:00,75.23,485.74,2.71,84.05,27.03,0
MACHINE_1469,2025-01-11 04:40:00,47.1,498.12,9.57,38.71,82.96,0
MACHINE_1470,2025-01-11 04:50:00,30.58,366.52,3.07,45.86,52.68,0
MACHINE_1471,2025-01-11 05:00:00,27.33,279.75,0.36,68.5,12.36,2
MACHINE_1472,2025-01-11 05:10:00,60.14,461.48,9.92,62.34,11.86,0
MACHINE_1473,2025-01-11 05:20:00,43.03,288.77,4.15,70.63,24.22,0
MACHINE_1474,2025-01-11 05:30:00,53.63,266.09,0.78,48.22,68.01,0
MACHINE_1475,2025-01-11 05:40:00,77.39,167.01,1.57,74.73,43.09,0
MACHINE_1476,2025-01-11 05:50:00,76.25,265.76,4.74,89.1,96.04,0
MACHINE_1477,2025-01-11 06:00:00,66.24,244.79,9.19,66.59,93.01,0
MACHINE_1478,2025-01-11 06:10:00,40.44,419.78,8.98,38.57,79.72,0
MACHINE_1479,2025-01-11 06:20:00,26.02,329.56,7.32,64.28,92.24,0
MACHINE_1480,2025-01-11 06:30:00,51.13,168.92,7.44,64.59,97.33,0
MACHINE_1481,2025-01-11 06:40:00,61.39,105.13,4.64,57.92,47.41,0
MACHINE_1482,2025-01-11 06:50:00,50.9,178.11,6.12,41.17,87.83,2
MACHINE_1483,2025-01-11 07:00:00,73.93,274.5,7.08,82.64,99.38,0
MACHINE_1484,2025-01-11 07:10:00,57.17,421.22,4.05,35.75,86.63,2
MACHINE_1485,2025-01-11 07:20:00,79.41,158.94,0.71,84.41,7.21,0
MACHINE_1486,2025-01-11 07:30:00,36.23,478.47,6.83,68.74,32.72,0
MACHINE_1487,2025-01-11 07:40:00,26.79,487.85,4.89,73.1,82.11,0
MACHINE_1488,2025-01-11 07:50:00,27.99,286.51,1.69,84.01,13.52,0
MACHINE_1489,2025-01-11 08:00:00,51.49,383.71,2.24,59.68,10.16,0
MACHINE_1490,2025-01-11 08:10:00,73.51,133.55,0.82,69.49,12.98,0
MACHINE_1491,2025-01-11 08:20:00,59.02,389.56,5.39,33.4,77.88,0
MACHINE_1492,2025-01-11 08:30:00,55.89,117.17,8.1,43.1,58.13,0
MACHINE_1493,2025-01-11 08:40:00,48.09,409.49,1.22,84.38,49.31,0
MACHINE_1494,2025-01-11 08:50:00,30.27,291.29,9.22,57.8,81.1,0
MACHINE_1495,2025-01-11 09:00:00,59.7,377.44,4.4,48.06,97.15,0
MACHINE_1496,2025-01-11 09:10:00,26.35,462.47,7.13,82.0,82.61,0
MACHINE_1497,2025-01-11 09:20:00,32.29,263.27,2.39,46.31,97.04,0
MACHINE_1498,2025-01-11 09:30:00,61.79,409.66,7.28,41.17,24.74,0
MACHINE_1499,2025-01-11 09:40:00,26.82,477.66,5.16,88.81,61.21,0
MACHINE_1500,2025-01-11 09:50:00,60.36,166.94,6.52,53.36,43.89,0
MACHINE_1501,2025-01-11 10:00:00,38.52,316.9,0.47,62.02,6.21,0
MACHINE_1502,2025-01-11 10:10:00,71.5,447.55,9.2,39.47,75.85,0
MACHINE_1503,2025-01-11 10:20:00,69.68,492.93,5.3,58.67,76.63,0
MACHINE_1504,2025-01-11 10:30:00,48.39,462.49,4.68,32.21,86.2,0
MACHINE_1505,2025-01-11 10:40:00,39.8,493.17,6.47,42.87,89.94,0
MACHINE_1506,2025-01-11 10:50:00,55.7,255.32,4.53,58.19,98.58,0
MACHINE_1507,2025-01-11 11:00:00,29.57,296.0,7.94,52.04,74.13,0
MACHINE_1508,2025-01-11 11:10:00,33.54,169.32,1.75,65.91,49.86,0
MACHINE_1509,2025-01-11 11:20:00,79.76,265.75,5.04,72.19,23.19,0
MACHINE_1510,2025-01-11 11:30:00,66.97,488.94,8.48,50.74,69.38,2
MACHINE_1511,2025-01-11 11:40:00,25.71,489.74,0.34,59.74,78.6,0
MACHINE_1512,2025-01-11 11:50:00,52.62,129.71,5.68,85.45,22.17,0
MACHINE_1513,2025-01-11 12:00:00,68.79,257.94,6.17,62.81,26.99,0
MACHINE_1514,2025-01-11 12:10:00,28.02,374.46,6.98,49.19,95.03,0
MACHINE_1515,2025-01-11 12:20:00,33.0,257.92,6.79,64.73,56.09,0
MACHINE_1516,2025-01-11 12:30:00,58.62,274.68,8.27,79.91,85.48,2
MACHINE_1517,2025-01-11 12:40:00,78.59,277.94,2.39,58.98,23.75,0
MACHINE_1518,2025-01-11 12:50:00,37.98,316.62,3.23,70.76,48.13,0
MACHINE_1519,2025-01-11 13:00:00,51.26,115.36,1.9,87.19,86.42,0
MACHINE_1520,2025-01-11 13:10:00,78.38,206.05,7.89,71.82,70.02,0
MACHINE_1521,2025-01-11 13:20:00,26.8,259.3,3.8,40.52,54.85,0
MACHINE_1522,2025-01-11 13:30:00,47.36,497.43,6.67,80.17,8.7,0
MACHINE_1523,2025-01-11 13:40:00,35.7,371.45,6.82,43.27,46.86,0
MACHINE_1524,2025-01-11 13:50:00,33.62,260.65,8.54,68.74,31.66,0
MACHINE_1525,2025-01-11 14:00:00,73.12,182.93,5.37,38.56,53.33,0
MACHINE_1526,2025-01-11 14:10:00,30.98,496.21,5.95,41.87,42.19,0
MACHINE_1527,2025-01-11 14:20:00,49.18,163.7,6.0,57.06,42.35,0
